"placa","estatus"
"C85BCY","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C85BDA","Sin adeudos"
"C85BDC","Adeudos"
"C85BDE","Placa anterior: 504YMR"
"C85BDG","Sin adeudos"
"C85BDK","Sin adeudos"
"C85BDL","Sin adeudos"
"C85BDM","Sin adeudos"
"C85BDR","Sin adeudos"
"C85BDT","Placa anterior: C85BDT"
"C85BDW","Placa anterior: R78ADK"
"C85BDY","Sin adeudos"
"C85BDZ","Sin adeudos"
"C85BEA","Sin adeudos"
"C85BEB","Sin adeudos"
"C85BEC","Sin adeudos"
"C85BEE","Sin adeudos"
"C85BEF","Sin adeudos"
"C85BEG","Adeudos"
"C85BEJ","Sin adeudos"
"C85BEK","ERROR. Revisar Placa"
"C85BEM","Sin adeudos"
"C85BEN","Adeudos"
"C85BEP","Sin adeudos"
"C85BER","Placa anterior: Z61ASD"
"C85BES","Sin adeudos"
"C85BET","ERROR. Revisar Placa"
"C85BEU","Sin adeudos"
"C85BEX","Sin adeudos"
"C85BEZ","Sin adeudos"
"C85BFA","Placa anterior: C54AZZ"
"C85BFB","Sin adeudos"
"C85BFF","Sin adeudos"
"C85BFG","Placa anterior: 704XKN"
"C85BFJ","Sin adeudos"
"C85BFK","Sin adeudos"
"C85BFM","Sin adeudos"
"C85BFP","Sin adeudos"
"C85BFS","Sin adeudos"
"C85BFT","Sin adeudos"
"C85BFY","Sin adeudos"
"C85BFZ","Sin adeudos"
"C85BGG","Sin adeudos"
"C85BGH","Sin adeudos"
"C85BGJ","Sin adeudos"
"C85BGK","Sin adeudos"
"C85BGP","Sin adeudos"
"C85BGR","Sin adeudos"
"C85BGT","Sin adeudos"
"C85BGX","ERROR. Revisar Placa"
"C85BGZ","ERROR. Revisar Placa"
"C85BHA","Sin adeudos"
"C85BHB","Sin adeudos"
"C85BHC","Sin adeudos"
"C85BHD","Sin adeudos"
"C85BHF","Sin adeudos"
"C8609","Adeudos"
"C8610","Sin adeudos"
"C8611","ERROR. Revisar Placa"
"C8621","El número de placa no se localizó en el padrón"
"C8623","Sin adeudos"
"C8624","Sin adeudos"
"C8630","Sin adeudos"
"C8636","ERROR. Revisar Placa"
"C8637","Sin adeudos"
"C8638","Sin adeudos"
"C8639","Sin adeudos"
"C8640","Sin adeudos"
"C8641","ERROR. Revisar Placa"
"C8642","Sin adeudos"
"C8643","ERROR. Revisar Placa"
"C8644","Sin adeudos"
"C8645","Sin adeudos"
"C8646","Sin adeudos"
"C8647","Sin adeudos"
"C8648","Adeudos"
"C8649","Sin adeudos"
"C8650","Adeudos"
"C8651","Sin adeudos"
"C8652","Adeudos"
"C8653","Sin adeudos"
"C8654","Adeudos"
"C8655","Sin adeudos"
"C8656","Sin adeudos"
"C8658","Sin adeudos"
"C8659","Sin adeudos"
"C8660","Sin adeudos"
"C8661","Sin adeudos"
"C8662","Sin adeudos"
"C8663","Sin adeudos"
"C8664","Sin adeudos"
"C8665","Sin adeudos"
"C8666","Sin adeudos"
"C8667","Sin adeudos"
"C8668","Adeudos"
"C8669","Adeudos"
"C8670","Sin adeudos"
"C8671","Sin adeudos"
"C8672","Sin adeudos"
"C8673","El número de placa no se localizó en el padrón"
"C8674","El número de placa no se localizó en el padrón"
"C8675","Sin adeudos"
"C8676","Sin adeudos"
"C8677","Sin adeudos"
"C8678","Sin adeudos"
"C8679","ERROR. Revisar Placa"
"C8681","ERROR. Revisar Placa"
"C8682","Sin adeudos"
"C8683","ERROR. Revisar Placa"
"C8684","Sin adeudos"
"C8685","Sin adeudos"
"C8686","Sin adeudos"
"C8687","Sin adeudos"
"C8688","Sin adeudos"
"C8689","Sin adeudos"
"C8690","Sin adeudos"
"C8691","Sin adeudos"
"C8692","Sin adeudos"
"C8693","Sin adeudos"
"C8694","Sin adeudos"
"C8695","Adeudos"
"C8696","Sin adeudos"
"C8697","Sin adeudos"
"C8698","Sin adeudos"
"C8699","Sin adeudos"
"C86AAA","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86AAB","Sin adeudos"
"C86AAC","El número de placa no se localizó en el padrón"
"C86AAE","Adeudos"
"C86AAF","Sin adeudos"
"C86AAG","Adeudos"
"C86AAH","Adeudos"
"C86AAJ","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86AAK","Sin adeudos"
"C86AAL","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86AAM","Sin adeudos"
"C86AAN","Sin adeudos"
"C86AAR","Adeudos"
"C86AAS","Adeudos"
"C86AAT","Adeudos"
"C86AAU","Adeudos"
"C86AAV","Sin adeudos"
"C86AAW","Adeudos"
"C86AAX","Adeudos"
"C86AAY","Adeudos"
"C86AAZ","Adeudos"
"C86ABA","Adeudos"
"C86ABC","Adeudos"
"C86ABD","Adeudos"
"C86ABE","Sin adeudos"
"C86ABF","Adeudos"
"C86ABG","Placa anterior: C86ABG"
"C86ABH","Adeudos"
"C86ABK","Adeudos"
"C86ABL","Adeudos"
"C86ABN","ERROR. Revisar Placa"
"C86ABP","Placa anterior: C86ABP"
"C86ABR","Sin adeudos"
"C86ABS","Sin adeudos"
"C86ABT","Sin adeudos"
"C86ABW","ERROR. Revisar Placa"
"C86ABX","Sin adeudos"
"C86ABY","Sin adeudos"
"C86ABZ","Sin adeudos"
"C86ACA","Sin adeudos"
"C86ACB","Adeudos"
"C86ACE","Sin adeudos"
"C86ACF","Adeudos"
"C86ACG","Adeudos"
"C86ACH","Adeudos"
"C86ACJ","Sin adeudos"
"C86ACK","Adeudos"
"C86ACM","Sin adeudos"
"C86ACN","Adeudos"
"C86ACP","Adeudos"
"C86ACR","Sin adeudos"
"C86ACT","Adeudos"
"C86ACU","Sin adeudos"
"C86ACV","Sin adeudos"
"C86ACW","Adeudos"
"C86ACX","Adeudos"
"C86ACY","Adeudos"
"C86ADA","Adeudos"
"C86ADB","Sin adeudos"
"C86ADC","Sin adeudos"
"C86ADD","Sin adeudos"
"C86ADE","Sin adeudos"
"C86ADF","Placa anterior: C86ADF"
"C86ADG","Sin adeudos"
"C86ADH","Sin adeudos"
"C86ADJ","Adeudos"
"C86ADK","Sin adeudos"
"C86ADL","Sin adeudos"
"C86ADM","Sin adeudos"
"C86ADP","Placa anterior: 431XEC"
"C86ADR","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86ADS","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86ADT","Sin adeudos"
"C86ADU","Sin adeudos"
"C86ADV","Sin adeudos"
"C86ADW","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86ADX","Sin adeudos"
"C86ADZ","Adeudos"
"C86AEC","Sin adeudos"
"C86AED","Sin adeudos"
"C86AEE","Sin adeudos"
"C86AEF","Adeudos"
"C86AEG","Adeudos"
"C86AEH","Sin adeudos"
"C86AEK","Sin adeudos"
"C86AEL","Adeudos"
"C86AEM","Adeudos"
"C86AEN","Sin adeudos"
"C86AEP","Adeudos"
"C86AER","Adeudos"
"C86AES","Adeudos"
"C86AEU","Sin adeudos"
"C86AEV","Sin adeudos"
"C86AEW","Adeudos"
"C86AEX","Sin adeudos"
"C86AEY","Adeudos"
"C86AEZ","Sin adeudos"
"C86AFA","Adeudos"
"C86AFB","Adeudos"
"C86AFC","Sin adeudos"
"C86AFD","Sin adeudos"
"C86AFE","Adeudos"
"C86AFF","Placa anterior: 327VKF"
"C86AFG","Adeudos"
"C86AFH","Sin adeudos"
"C86AFJ","Adeudos"
"C86AFK","Placa anterior: C86AFK"
"C86AFL","El número de placa no se localizó en el padrón"
"C86AFM","Sin adeudos"
"C86AFN","Adeudos"
"C86AFP","Adeudos"
"C86AFR","Placa anterior: C86AFR"
"C86AFS","Adeudos"
"C86AFU","Sin adeudos"
"C86AFV","Sin adeudos"
"C86AFW","Sin adeudos"
"C86AFX","Sin adeudos"
"C86AFY","Adeudos"
"C86AGA","Sin adeudos"
"C86AGB","Sin adeudos"
"C86AGD","Sin adeudos"
"C86AGE","Sin adeudos"
"C86AGF","Sin adeudos"
"C86AGG","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86AGH","Placa anterior: 811VBJ"
"C86AGJ","Sin adeudos"
"C86AGK","Adeudos"
"C86AGL","Sin adeudos"
"C86AGN","ERROR. Revisar Placa"
"C86AGP","Sin adeudos"
"C86AGR","ERROR. Revisar Placa"
"C86AGS","Adeudos"
"C86AGT","Sin adeudos"
"C86AGU","Sin adeudos"
"C86AGV","Sin adeudos"
"C86AGW","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86AGX","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86AGY","Sin adeudos"
"C86AGZ","Adeudos"
"C86AHA","Sin adeudos"
"C86AHB","Sin adeudos"
"C86AHC","Sin adeudos"
"C86AHD","Adeudos"
"C86AHF","Adeudos"
"C86AHG","Adeudos"
"C86AHH","Sin adeudos"
"C86AHK","Sin adeudos"
"C86AHN","Adeudos"
"C86AHR","ERROR. Revisar Placa"
"C86AHS","Sin adeudos"
"C86AHT","Adeudos"
"C86AHX","Adeudos"
"C86AHY","Sin adeudos"
"C86AJA","Adeudos"
"C86AJB","Adeudos"
"C86AJD","Sin adeudos"
"C86AJE","Sin adeudos"
"C86AJF","Sin adeudos"
"C86AJJ","Sin adeudos"
"C86AJK","Sin adeudos"
"C86AJL","Sin adeudos"
"C86AJM","ERROR. Revisar Placa"
"C86AJP","Sin adeudos"
"C86AJS","Sin adeudos"
"C86AJW","Adeudos"
"C86AJX","Adeudos"
"C86AJY","Adeudos"
"C86AJZ","Adeudos"
"C86AKA","Adeudos"
"C86AKB","Sin adeudos"
"C86AKC","Sin adeudos"
"C86AKD","Sin adeudos"
"C86AKE","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86AKF","Sin adeudos"
"C86AKH","Sin adeudos"
"C86AKJ","Adeudos"
"C86AKK","Adeudos"
"C86AKM","Adeudos"
"C86AKN","El número de placa no se localizó en el padrón"
"C86AKP","Sin adeudos"
"C86AKR","Sin adeudos"
"C86AKT","Adeudos"
"C86AKU","Sin adeudos"
"C86AKV","Placa anterior: 622ZVG"
"C86AKW","Adeudos"
"C86AKX","Sin adeudos"
"C86AKY","ERROR. Revisar Placa"
"C86ALA","Sin adeudos"
"C86ALB","ERROR. Revisar Placa"
"C86ALC","ERROR. Revisar Placa"
"C86ALD","ERROR. Revisar Placa"
"C86ALE","Sin adeudos"
"C86ALF","Placa anterior: 785WSR"
"C86ALG","Adeudos"
"C86ALH","Adeudos"
"C86ALJ","Adeudos"
"C86ALK","Adeudos"
"C86ALL","Sin adeudos"
"C86ALM","Sin adeudos"
"C86ALN","Sin adeudos"
"C86ALP","Sin adeudos"
"C86ALR","Placa anterior: C86ALR"
"C86ALS","Adeudos"
"C86ALT","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86ALU","Sin adeudos"
"C86ALW","Placa anterior: 476ZFY"
"C86ALX","Adeudos"
"C86ALY","Sin adeudos"
"C86ALZ","Sin adeudos"
"C86AMB","Sin adeudos"
"C86AMD","Sin adeudos"
"C86AME","Sin adeudos"
"C86AMF","Adeudos"
"C86AMG","Sin adeudos"
"C86AMH","Sin adeudos"
"C86AMJ","Adeudos"
"C86AMK","Sin adeudos"
"C86AML","Sin adeudos"
"C86AMM","Adeudos"
"C86AMN","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86AMP","Adeudos"
"C86AMR","Sin adeudos"
"C86AMS","Sin adeudos"
"C86AMT","Sin adeudos"
"C86AMU","Sin adeudos"
"C86AMV","ERROR. Revisar Placa"
"C86AMW","Sin adeudos"
"C86AMX","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86AMY","ERROR. Revisar Placa"
"C86AMZ","Adeudos"
"C86ANA","Placa anterior: C86ANA"
"C86ANB","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86ANC","Sin adeudos"
"C86AND","Sin adeudos"
"C86ANE","Sin adeudos"
"C86ANF","Sin adeudos"
"C86ANG","Adeudos"
"C86ANH","Placa anterior: 576RCF"
"C86ANK","Sin adeudos"
"C86ANL","Sin adeudos"
"C86ANM","Adeudos"
"C86ANN","Sin adeudos"
"C86ANP","Sin adeudos"
"C86ANR","Adeudos"
"C86ANS","Sin adeudos"
"C86ANT","Adeudos"
"C86ANV","Adeudos"
"C86APA","Sin adeudos"
"C86APB","Adeudos"
"C86APD","Adeudos"
"C86APF","Sin adeudos"
"C86APG","Sin adeudos"
"C86APH","Sin adeudos"
"C86APL","Sin adeudos"
"C86APN","Sin adeudos"
"C86APR","Placa anterior: 383XLE"
"C86APS","Sin adeudos"
"C86APU","Sin adeudos"
"C86APV","Sin adeudos"
"C86APX","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86APY","Sin adeudos"
"C86APZ","Adeudos"
"C86ARA","Adeudos"
"C86ARB","Placa anterior: C86ARB"
"C86ARD","Adeudos"
"C86ARF","Placa anterior: 997YVJ"
"C86ARH","Sin adeudos"
"C86ARJ","Sin adeudos"
"C86ARK","El número de placa no se localizó en el padrón"
"C86ARL","Adeudos"
"C86ARM","Sin adeudos"
"C86ART","Adeudos"
"C86ARU","Sin adeudos"
"C86ARW","Sin adeudos"
"C86ARX","Adeudos"
"C86ARZ","ERROR. Revisar Placa"
"C86ASA","Sin adeudos"
"C86ASB","Placa anterior: 821ZZB"
"C86ASC","Sin adeudos"
"C86ASD","Sin adeudos"
"C86ASE","ERROR. Revisar Placa"
"C86ASF","Sin adeudos"
"C86ASJ","Sin adeudos"
"C86ASK","Sin adeudos"
"C86ASM","Adeudos"
"C86ASP","Placa anterior: Y26ADH"
"C86ASR","Adeudos"
"C86ASS","ERROR. Revisar Placa"
"C86AST","Adeudos"
"C86ASU","Sin adeudos"
"C86ASV","Adeudos"
"C86ASW","Sin adeudos"
"C86ASZ","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C86ATA","Sin adeudos"
"C86ATB","Adeudos"
"C86ATD","Sin adeudos"
"C86ATF","Sin adeudos"
"C86ATG","ERROR. Revisar Placa"
"C86ATH","ERROR. Revisar Placa"
"C86ATL","Sin adeudos"
"C86ATP","Sin adeudos"
"C86ATS","Adeudos"
"C86ATT","Sin adeudos"
"C86ATV","Sin adeudos"
"C86ATW","Sin adeudos"
"C86ATX","Sin adeudos"
"C86ATZ","Sin adeudos"
"C86AUA","Sin adeudos"
"C86AUC","Sin adeudos"
"C86AUD","Sin adeudos"
"C86AUF","Adeudos"
"C86AUH","Sin adeudos"
"C86AUL","Sin adeudos"
"C86AUR","Sin adeudos"
"C86AUS","Sin adeudos"
"C86AUV","ERROR. Revisar Placa"
"C86AUW","Adeudos"
