"placa","estatus"
"C97AXE","Sin adeudos"
"C97AXH","Placa anterior: 129YCC"
"C97AXK","Adeudos"
"C97AXL","Sin adeudos"
"C97AXM","Adeudos"
"C97AXN","Sin adeudos"
"C97AXT","Adeudos"
"C97AXU","ERROR. Revisar Placa"
"C97AXV","Sin adeudos"
"C97AXX","Sin adeudos"
"C97AXZ","Sin adeudos"
"C97AYD","Sin adeudos"
"C97AYE","Placa anterior: R55ADV"
"C97AYG","Adeudos"
"C97AYH","Adeudos"
"C97AYL","Placa anterior: 938ZRS"
"C97AYP","Adeudos"
"C97AYT","Sin adeudos"
"C97AYV","Sin adeudos"
"C97AYW","Sin adeudos"
"C97AYZ","Sin adeudos"
"C97AZB","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C97AZD","El número de placa no se localizó en el padrón"
"C97AZE","Sin adeudos"
"C97AZG","Sin adeudos"
"C97AZK","Sin adeudos"
"C97AZL","Placa anterior: 757WRW"
"C97AZM","Placa anterior: 343YLR"
"C97AZN","Sin adeudos"
"C97AZP","Adeudos"
"C97AZR","Sin adeudos"
"C97AZT","Sin adeudos"
"C97AZV","Sin adeudos"
"C97AZX","ERROR. Revisar Placa"
"C97AZY","Adeudos"
"C97AZZ","Sin adeudos"
"C97BAA","Sin adeudos"
"C97BAB","ERROR. Revisar Placa"
"C97BAC","Sin adeudos"
"C97BAE","Adeudos"
"C97BAG","Adeudos"
"C97BAH","Sin adeudos"
"C97BAK","Sin adeudos"
"C97BAL","Sin adeudos"
"C97BAM","Sin adeudos"
"C97BAN","Sin adeudos"
"C97BAR","Adeudos"
"C97BAS","Placa anterior: 248ZWY"
"C97BAT","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C97BAU","Sin adeudos"
"C97BAX","Placa anterior: S90AXS"
"C97BAY","Sin adeudos"
"C97BAZ","Sin adeudos"
"C97BBC","Sin adeudos"
"C97BBD","Sin adeudos"
"C97BBE","Sin adeudos"
"C97BBG","ERROR. Revisar Placa"
"C97BBL","Sin adeudos"
"C97BBM","Sin adeudos"
"C97BBN","Sin adeudos"
"C97BBR","Sin adeudos"
"C97BBT","Sin adeudos"
"C97BBV","Adeudos"
"C97BBX","Sin adeudos"
"C97BBY","Sin adeudos"
"C97BCA","Sin adeudos"
"C97BCC","Placa anterior: 381YWY"
"C97BCG","Adeudos"
"C97BCH","Sin adeudos"
"C97BCJ","ERROR. Revisar Placa"
"C97BCL","Sin adeudos"
"C97BCN","Sin adeudos"
"C97BCP","Sin adeudos"
"C97BCR","Sin adeudos"
"C97BCS","Sin adeudos"
"C97BCT","Sin adeudos"
"C97BCU","Sin adeudos"
"C97BCV","Sin adeudos"
"C97BCW","Sin adeudos"
"C97BCX","Sin adeudos"
"C97BCY","Sin adeudos"
"C97BDA","Sin adeudos"
"C97BDC","Sin adeudos"
"C97BDE","Sin adeudos"
"C97BDF","Sin adeudos"
"C97BDG","Adeudos"
"C97BDH","Placa anterior: 294TUD"
"C97BDJ","Adeudos"
"C97BDK","ERROR. Revisar Placa"
"C97BDL","Sin adeudos"
"C97BDM","Sin adeudos"
"C97BDN","Sin adeudos"
"C97BDR","Sin adeudos"
"C97BDS","Sin adeudos"
"C97BDT","Sin adeudos"
"C97BDV","Sin adeudos"
"C97BDX","Placa anterior: M96AKD"
"C97BDY","Sin adeudos"
"C97BEA","Sin adeudos"
"C97BEB","Sin adeudos"
"C97BEC","Sin adeudos"
"C97BED","Sin adeudos"
"C97BEE","Sin adeudos"
"C97BEF","Sin adeudos"
"C97BEJ","Sin adeudos"
"C97BEK","Sin adeudos"
"C97BEL","Adeudos"
"C97BEM","Sin adeudos"
"C97BEN","Sin adeudos"
"C97BEP","ERROR. Revisar Placa"
"C97BES","Sin adeudos"
"C97BET","ERROR. Revisar Placa"
"C97BEU","Sin adeudos"
"C97BEV","Placa anterior: F06AYL"
"C97BEW","Sin adeudos"
"C97BEX","Sin adeudos"
"C97BEZ","Sin adeudos"
"C97BFB","Sin adeudos"
"C97BFE","Sin adeudos"
"C97BFF","Sin adeudos"
"C97BFJ","Sin adeudos"
"C97BFK","Adeudos"
"C97BFL","Sin adeudos"
"C97BFM","Sin adeudos"
"C97BFN","Sin adeudos"
"C97BFP","Sin adeudos"
"C97BFS","Sin adeudos"
"C97BFT","Sin adeudos"
"C97BFW","Sin adeudos"
"C97BFY","Sin adeudos"
"C97BGB","Sin adeudos"
"C97BGG","Sin adeudos"
"C97BGH","Sin adeudos"
"C97BGJ","ERROR. Revisar Placa"
"C97BGK","ERROR. Revisar Placa"
"C97BGL","ERROR. Revisar Placa"
"C97BGM","Placa anterior: L51ABF"
"C97BGP","Sin adeudos"
"C97BGR","Sin adeudos"
"C97BGT","Sin adeudos"
"C97BGX","Sin adeudos"
"C97BGZ","Sin adeudos"
"C97BHA","Sin adeudos"
"C97BHB","Sin adeudos"
"C97BHC","Sin adeudos"
"C97BHD","Sin adeudos"
"C97BHK","Sin adeudos"
"C9800","Adeudos"
"C9802","Sin adeudos"
"C9810","Adeudos"
"C9819","Sin adeudos"
"C9821","Adeudos"
"C9823","Sin adeudos"
"C9832","Adeudos"
"C9833","Adeudos"
"C9834","Adeudos"
"C9835","Adeudos"
"C9849","Adeudos"
"C9850","Adeudos"
"C9851","Sin adeudos"
"C9868","Adeudos"
"C9871","Sin adeudos"
"C9888","Adeudos"
"C98AAA","ERROR. Revisar Placa"
"C98AAB","Adeudos"
"C98AAC","ERROR. Revisar Placa"
"C98AAD","Adeudos"
"C98AAF","Sin adeudos"
"C98AAG","Sin adeudos"
"C98AAH","Adeudos"
"C98AAJ","Sin adeudos"
"C98AAK","Sin adeudos"
"C98AAL","Placa anterior: C98AAL"
"C98AAN","Sin adeudos"
"C98AAP","Sin adeudos"
"C98AAR","Adeudos"
"C98AAS","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98AAT","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98AAU","Sin adeudos"
"C98AAV","Sin adeudos"
"C98AAX","Sin adeudos"
"C98AAY","Sin adeudos"
"C98AAZ","Adeudos"
"C98ABA","El número de placa no se localizó en el padrón"
"C98ABC","Adeudos"
"C98ABD","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98ABE","Sin adeudos"
"C98ABF","Sin adeudos"
"C98ABH","Sin adeudos"
"C98ABJ","Adeudos"
"C98ABK","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98ABL","Placa anterior: C98ABL"
"C98ABN","Adeudos"
"C98ABP","Sin adeudos"
"C98ABR","Adeudos"
"C98ABS","Sin adeudos"
"C98ABU","Adeudos"
"C98ABV","Sin adeudos"
"C98ABW","El número de placa no se localizó en el padrón"
"C98ABX","Placa anterior: 754XXS"
"C98ABY","Sin adeudos"
"C98ABZ","Adeudos"
"C98ACA","Adeudos"
"C98ACB","Adeudos"
"C98ACD","Adeudos"
"C98ACE","Adeudos"
"C98ACG","Sin adeudos"
"C98ACN","Sin adeudos"
"C98ACP","Sin adeudos"
"C98ACR","Adeudos"
"C98ACS","Sin adeudos"
"C98ACT","Adeudos"
"C98ACU","Adeudos"
"C98ACV","Adeudos"
"C98ACW","Sin adeudos"
"C98ACX","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98ACY","Sin adeudos"
"C98ACZ","Sin adeudos"
"C98ADB","Adeudos"
"C98ADC","Sin adeudos"
"C98ADD","Adeudos"
"C98ADE","Adeudos"
"C98ADF","Adeudos"
"C98ADG","Sin adeudos"
"C98ADJ","Adeudos"
"C98ADK","Adeudos"
"C98ADL","Sin adeudos"
"C98ADM","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98ADN","Sin adeudos"
"C98ADR","Adeudos"
"C98ADS","Sin adeudos"
"C98ADT","Sin adeudos"
"C98ADU","Adeudos"
"C98ADV","Sin adeudos"
"C98ADW","Sin adeudos"
"C98ADX","Adeudos"
"C98ADY","Adeudos"
"C98ADZ","Sin adeudos"
"C98AEA","El número de placa no se localizó en el padrón"
"C98AEB","Sin adeudos"
"C98AEC","Adeudos"
"C98AED","Sin adeudos"
"C98AEE","Adeudos"
"C98AEF","Placa anterior: 568YNA"
"C98AEG","Adeudos"
"C98AEH","Adeudos"
"C98AEJ","Sin adeudos"
"C98AEK","Adeudos"
"C98AEN","Sin adeudos"
"C98AEP","Sin adeudos"
"C98AER","Placa anterior: 962ZWW"
"C98AES","Sin adeudos"
"C98AET","Adeudos"
"C98AEU","Adeudos"
"C98AEV","ERROR. Revisar Placa"
"C98AEW","Adeudos"
"C98AEX","Adeudos"
"C98AEY","Sin adeudos"
"C98AEZ","Sin adeudos"
"C98AFA","Adeudos"
"C98AFB","Adeudos"
"C98AFC","Sin adeudos"
"C98AFD","Adeudos"
"C98AFE","Adeudos"
"C98AFF","Sin adeudos"
"C98AFG","Sin adeudos"
"C98AFH","Sin adeudos"
"C98AFK","Adeudos"
"C98AFL","Sin adeudos"
"C98AFM","Sin adeudos"
"C98AFN","Placa anterior: 502UAD"
"C98AFR","Sin adeudos"
"C98AFS","Sin adeudos"
"C98AFT","Sin adeudos"
"C98AFU","Sin adeudos"
"C98AFV","Placa anterior: C98AFV"
"C98AFW","Sin adeudos"
"C98AFX","Adeudos"
"C98AFY","Adeudos"
"C98AFZ","Sin adeudos"
"C98AGA","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98AGC","Sin adeudos"
"C98AGD","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98AGE","Sin adeudos"
"C98AGF","Adeudos"
"C98AGH","Adeudos"
"C98AGK","Sin adeudos"
"C98AGL","Adeudos"
"C98AGM","Adeudos"
"C98AGN","Sin adeudos"
"C98AGP","Adeudos"
"C98AGR","Sin adeudos"
"C98AGS","Adeudos"
"C98AGT","Sin adeudos"
"C98AGU","Adeudos"
"C98AGV","ERROR. Revisar Placa"
"C98AGX","Adeudos"
"C98AGY","ERROR. Revisar Placa"
"C98AGZ","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98AHA","Sin adeudos"
"C98AHB","Adeudos"
"C98AHD","Sin adeudos"
"C98AHF","Sin adeudos"
"C98AHG","Sin adeudos"
"C98AHH","Sin adeudos"
"C98AHJ","Sin adeudos"
"C98AHK","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98AHL","Placa anterior: 693ZVR"
"C98AHN","Adeudos"
"C98AHR","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98AHS","Sin adeudos"
"C98AHT","Placa anterior: 345RJM"
"C98AHV","Adeudos"
"C98AHW","Adeudos"
"C98AHY","Placa anterior: C98AHY"
"C98AHZ","Sin adeudos"
"C98AJA","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98AJC","Adeudos"
"C98AJD","ERROR. Revisar Placa"
"C98AJE","ERROR. Revisar Placa"
"C98AJF","Sin adeudos"
"C98AJG","Sin adeudos"
"C98AJH","Sin adeudos"
"C98AJL","Sin adeudos"
"C98AJM","Adeudos"
"C98AJN","Sin adeudos"
"C98AJS","Adeudos"
"C98AJT","Adeudos"
"C98AJV","Sin adeudos"
"C98AJW","Adeudos"
"C98AJX","Adeudos"
"C98AJY","Sin adeudos"
"C98AKA","Sin adeudos"
"C98AKB","Adeudos"
"C98AKC","Adeudos"
"C98AKD","Sin adeudos"
"C98AKE","Sin adeudos"
"C98AKF","Placa anterior: C98AKF"
"C98AKG","Sin adeudos"
"C98AKH","Sin adeudos"
"C98AKJ","Adeudos"
"C98AKK","Adeudos"
"C98AKL","Adeudos"
"C98AKM","Adeudos"
"C98AKP","Sin adeudos"
"C98AKR","Sin adeudos"
"C98AKS","Adeudos"
"C98AKT","Adeudos"
"C98AKU","Adeudos"
"C98AKV","Sin adeudos"
"C98AKW","Placa anterior: 930YVE"
"C98AKX","Sin adeudos"
"C98AKY","Sin adeudos"
"C98ALA","ERROR. Revisar Placa"
"C98ALB","Sin adeudos"
"C98ALC","Adeudos"
"C98ALE","Sin adeudos"
"C98ALF","Sin adeudos"
"C98ALG","Sin adeudos"
"C98ALH","El número de placa no se localizó en el padrón"
"C98ALJ","ERROR. Revisar Placa"
"C98ALK","ERROR. Revisar Placa"
"C98ALL","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98ALM","Sin adeudos"
"C98ALN","Sin adeudos"
"C98ALP","ERROR. Revisar Placa"
"C98ALR","Sin adeudos"
"C98ALS","Adeudos"
"C98ALT","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98ALU","Sin adeudos"
"C98ALV","Adeudos"
"C98ALW","Sin adeudos"
"C98ALY","Placa anterior: C98ALY"
"C98ALZ","Sin adeudos"
"C98AMB","Adeudos"
"C98AMC","Sin adeudos"
"C98AMD","Sin adeudos"
"C98AME","Sin adeudos"
"C98AMF","Adeudos"
"C98AMH","Adeudos"
"C98AMJ","Sin adeudos"
"C98AMK","Sin adeudos"
"C98AMM","Sin adeudos"
"C98AMN","Sin adeudos"
"C98AMP","Sin adeudos"
"C98AMS","Sin adeudos"
"C98AMT","Sin adeudos"
"C98AMV","Sin adeudos"
"C98AMW","Adeudos"
"C98AMX","Sin adeudos"
"C98AMY","Sin adeudos"
"C98AND","Sin adeudos"
"C98ANE","Sin adeudos"
"C98ANF","Adeudos"
"C98ANH","Adeudos"
"C98ANL","Sin adeudos"
"C98ANN","Sin adeudos"
"C98ANP","Sin adeudos"
"C98ANS","Sin adeudos"
"C98ANT","Sin adeudos"
"C98ANW","Adeudos"
"C98ANX","Sin adeudos"
"C98ANZ","Adeudos"
"C98APB","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98APD","Sin adeudos"
"C98APF","Adeudos"
"C98APG","ERROR. Revisar Placa"
"C98APH","Adeudos"
"C98APJ","Adeudos"
"C98APL","Adeudos"
"C98APM","Sin adeudos"
"C98APN","Sin adeudos"
"C98APP","Sin adeudos"
"C98APR","Sin adeudos"
"C98APS","Sin adeudos"
"C98APU","Sin adeudos"
"C98APW","Adeudos"
"C98APX","Sin adeudos"
"C98APY","Sin adeudos"
"C98APZ","Adeudos"
"C98ARA","Sin adeudos"
"C98ARB","Sin adeudos"
"C98ARC","Sin adeudos"
"C98ARF","Adeudos"
"C98ARG","Placa anterior: M74AHN"
"C98ARH","Sin adeudos"
"C98ARK","Adeudos"
"C98ARM","Sin adeudos"
"C98ARN","Adeudos"
"C98ARP","Sin adeudos"
"C98ARR","Adeudos"
"C98ARS","Sin adeudos"
"C98ART","Adeudos"
"C98ARV","Sin adeudos"
"C98ARW","Sin adeudos"
"C98ARX","Sin adeudos"
"C98ARY","Adeudos"
"C98ASA","Sin adeudos"
"C98ASB","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO"
"C98ASC","Placa anterior: J49AHZ"
"C98ASD","El número de placa no se localizó en el padrón"
"C98ASE","Sin adeudos"
"C98ASF","ERROR. Revisar Placa"
"C98ASG","Sin adeudos"
"C98ASH","Sin adeudos"
"C98ASJ","Sin adeudos"
"C98ASK","Adeudos"
"C98ASL","Sin adeudos"
"C98ASP","Adeudos"
"C98ASR","Sin adeudos"
"C98ASS","Sin adeudos"
